{   1,   -4,   -3}  {NAN, NAN, NO_ROOTS } 
{   4,    8,   -7}  {NAN, NAN, NO_ROOTS } 
{  -3,   -7,   -4}  {NAN, NAN, NO_ROOTS } 
{  -2,    0,   -5}  {NAN, NAN, NO_ROOTS } 
{  -5,   -5,   -8}  {NAN, NAN, NO_ROOTS } 
{   1,    0,    1}  {NAN, NAN, NO_ROOTS } 
{   1,   -5,   -6}  {NAN, NAN, NO_ROOTS } 
{   9,    1,   -6}  {NAN, NAN, NO_ROOTS } 
{   0,    0,   -3}  {NAN, NAN, NO_ROOTS } 
{  -4,   -5,   -6}  {NAN, NAN, NO_ROOTS } 
{   2,    5,    8}  {NAN, NAN, NO_ROOTS } 
{   2,    4,   -2}  {NAN, NAN, NO_ROOTS } 
{   6,   -3,   -7}  {NAN, NAN, NO_ROOTS } 
{   5,   -5,   -6}  {NAN, NAN, NO_ROOTS } 
{   0,    1,    1}  {NAN, NAN, NO_ROOTS } 
{  -8,   -3,   -4}  {NAN, NAN, NO_ROOTS } 
{  -5,    7,   -2}  {NAN, NAN, NO_ROOTS } 
{   0,   -4,    2}  {NAN, NAN, NO_ROOTS } 
{  -8,   -9,    4}  {NAN, NAN, NO_ROOTS } 
{  -6,    5,    7}  {NAN, NAN, NO_ROOTS } 
{   5,   -6,    3}  {NAN, NAN, NO_ROOTS } 
{  -7,   -1,   -1}  {NAN, NAN, NO_ROOTS } 
{   7,    8,    3}  {NAN, NAN, NO_ROOTS } 
{  -1,    5,    4}  {NAN, NAN, NO_ROOTS } 
{   2,    6,   -2}  {NAN, NAN, NO_ROOTS } 
{  -8,   -9,   -4}  {NAN, NAN, NO_ROOTS } 
{  -4,    3,    9}  {NAN, NAN, NO_ROOTS } 
{  -8,   -3,    3}  {NAN, NAN, NO_ROOTS } 
{   3,   -4,    4}  {NAN, NAN, NO_ROOTS } 
{   5,    5,    0}  {NAN, NAN, NO_ROOTS } 
{  -5,    6,   -1}  {NAN, NAN, NO_ROOTS } 
{   2,    4,   -1}  {NAN, NAN, NO_ROOTS } 
{   0,   -9,    4}  {NAN, NAN, NO_ROOTS } 
{  -8,    2,    1}  {NAN, NAN, NO_ROOTS } 
{  -3,    2,    0}  {NAN, NAN, NO_ROOTS } 
{   8,   -8,    4}  {NAN, NAN, NO_ROOTS } 
{   5,   -3,   -1}  {NAN, NAN, NO_ROOTS } 
{   2,    0,    0}  {NAN, NAN, NO_ROOTS } 
{   8,    7,   -6}  {NAN, NAN, NO_ROOTS } 
{  -5,    9,    2}  {NAN, NAN, NO_ROOTS } 
{   1,    5,   -1}  {NAN, NAN, NO_ROOTS } 
{   3,    1,    0}  {NAN, NAN, NO_ROOTS } 
{   6,   -1,   -6}  {NAN, NAN, NO_ROOTS } 
{   1,   -3,    3}  {NAN, NAN, NO_ROOTS } 
{   0,   -2,    1}  {NAN, NAN, NO_ROOTS } 
{  -2,    2,    0}  {NAN, NAN, NO_ROOTS } 
{  -2,    1,    7}  {NAN, NAN, NO_ROOTS } 
{   7,   -5,    4}  {NAN, NAN, NO_ROOTS } 
{   0,    1,    7}  {NAN, NAN, NO_ROOTS } 
{   9,    4,    7}  {NAN, NAN, NO_ROOTS } 
{  -3,    9,   -7}  {NAN, NAN, NO_ROOTS } 
{   7,    2,   -8}  {NAN, NAN, NO_ROOTS } 
{  -5,    6,   -5}  {NAN, NAN, NO_ROOTS } 
{   0,    8,    3}  {NAN, NAN, NO_ROOTS } 
{  -7,    2,    6}  {NAN, NAN, NO_ROOTS } 
{  -3,   -8,    0}  {NAN, NAN, NO_ROOTS } 
{   6,    9,    3}  {NAN, NAN, NO_ROOTS } 
{   3,   -8,   -4}  {NAN, NAN, NO_ROOTS } 
{  -7,    0,    8}  {NAN, NAN, NO_ROOTS } 
{  -3,    9,    9}  {NAN, NAN, NO_ROOTS } 
{  -1,   -9,    8}  {NAN, NAN, NO_ROOTS } 
{   0,    7,   -8}  {NAN, NAN, NO_ROOTS } 
{   1,    0,    0}  {NAN, NAN, NO_ROOTS } 
{  -9,    7,    7}  {NAN, NAN, NO_ROOTS } 
{   2,    9,    3}  {NAN, NAN, NO_ROOTS } 
{   3,    3,   -2}  {NAN, NAN, NO_ROOTS } 
{  -3,   -2,    0}  {NAN, NAN, NO_ROOTS } 
{   2,    6,    0}  {NAN, NAN, NO_ROOTS } 
{  -7,    6,    3}  {NAN, NAN, NO_ROOTS } 
{   0,    3,   -8}  {NAN, NAN, NO_ROOTS } 
{  -3,    5,   -8}  {NAN, NAN, NO_ROOTS } 
{  -8,    7,   -2}  {NAN, NAN, NO_ROOTS } 
{  -9,    7,    2}  {NAN, NAN, NO_ROOTS } 
{   4,    5,    8}  {NAN, NAN, NO_ROOTS } 
{   3,    0,   -7}  {NAN, NAN, NO_ROOTS } 
{  -6,    7,    3}  {NAN, NAN, NO_ROOTS } 
{   0,   -8,   -2}  {NAN, NAN, NO_ROOTS } 
{   5,    7,    5}  {NAN, NAN, NO_ROOTS } 
{  -1,   -1,   -6}  {NAN, NAN, NO_ROOTS } 
{   0,    9,    6}  {NAN, NAN, NO_ROOTS } 
{  -1,    0,   -6}  {NAN, NAN, NO_ROOTS } 
{   2,   -5,    8}  {NAN, NAN, NO_ROOTS } 
{  -8,    0,    6}  {NAN, NAN, NO_ROOTS } 
{   5,   -9,   -8}  {NAN, NAN, NO_ROOTS } 
{   0,   -7,    8}  {NAN, NAN, NO_ROOTS } 
{  -8,    4,   -1}  {NAN, NAN, NO_ROOTS } 
{   7,    6,   -6}  {NAN, NAN, NO_ROOTS } 
{  -9,    0,    2}  {NAN, NAN, NO_ROOTS } 
{   7,    7,    3}  {NAN, NAN, NO_ROOTS } 
{   4,    7,   -8}  {NAN, NAN, NO_ROOTS } 
{   0,    1,   -6}  {NAN, NAN, NO_ROOTS } 
{   2,    4,    4}  {NAN, NAN, NO_ROOTS } 
{   0,   -7,   -6}  {NAN, NAN, NO_ROOTS } 
{  -4,    7,   -6}  {NAN, NAN, NO_ROOTS } 
{  -9,    6,    2}  {NAN, NAN, NO_ROOTS } 
{   6,   -2,   -1}  {NAN, NAN, NO_ROOTS } 
{   9,    6,   -4}  {NAN, NAN, NO_ROOTS } 
{  -6,    1,    5}  {NAN, NAN, NO_ROOTS } 
{  -9,   -9,    5}  {NAN, NAN, NO_ROOTS } 
{   3,   -8,    8}  {NAN, NAN, NO_ROOTS } 
{   1,   -1,    8}  {NAN, NAN, NO_ROOTS } 
{   5,   -3,    6}  {NAN, NAN, NO_ROOTS } 
{  -9,    5,    0}  {NAN, NAN, NO_ROOTS } 
{   0,    0,   -2}  {NAN, NAN, NO_ROOTS } 
{   2,   -6,   -3}  {NAN, NAN, NO_ROOTS } 
{   5,    0,    2}  {NAN, NAN, NO_ROOTS } 
{   1,    7,   -8}  {NAN, NAN, NO_ROOTS } 
{  -9,   -9,    2}  {NAN, NAN, NO_ROOTS } 
{  -7,   -6,   -3}  {NAN, NAN, NO_ROOTS } 
{   1,   -4,   -9}  {NAN, NAN, NO_ROOTS } 
{  -4,    9,   -7}  {NAN, NAN, NO_ROOTS } 
{  -8,    3,    8}  {NAN, NAN, NO_ROOTS } 
{   5,   -7,    0}  {NAN, NAN, NO_ROOTS } 
{  -3,   -2,   -3}  {NAN, NAN, NO_ROOTS } 
{  -4,    9,    4}  {NAN, NAN, NO_ROOTS } 
{  -8,   -9,    8}  {NAN, NAN, NO_ROOTS } 
{  -4,   -4,   -4}  {NAN, NAN, NO_ROOTS } 
{   7,    8,   -7}  {NAN, NAN, NO_ROOTS } 
{  -2,   -9,    9}  {NAN, NAN, NO_ROOTS } 
{   8,   -8,    5}  {NAN, NAN, NO_ROOTS } 
{  -5,   -3,   -1}  {NAN, NAN, NO_ROOTS } 
{  -9,    1,   -9}  {NAN, NAN, NO_ROOTS } 
{  -9,   -8,    8}  {NAN, NAN, NO_ROOTS } 
{   8,    9,   -6}  {NAN, NAN, NO_ROOTS } 
{  -4,    7,    6}  {NAN, NAN, NO_ROOTS } 
{  -8,    9,    9}  {NAN, NAN, NO_ROOTS } 
{  -9,   -7,    0}  {NAN, NAN, NO_ROOTS } 
{   6,    8,    6}  {NAN, NAN, NO_ROOTS } 
{  -5,    3,    5}  {NAN, NAN, NO_ROOTS } 
{   0,    1,   -1}  {NAN, NAN, NO_ROOTS } 
{  -4,   -5,   -3}  {NAN, NAN, NO_ROOTS } 
{  -3,    1,   -6}  {NAN, NAN, NO_ROOTS } 
{   7,   -2,    8}  {NAN, NAN, NO_ROOTS } 
{   9,   -4,   -1}  {NAN, NAN, NO_ROOTS } 
{   3,   -6,   -3}  {NAN, NAN, NO_ROOTS } 
{  -1,   -1,    1}  {NAN, NAN, NO_ROOTS } 
{  -1,    1,    0}  {NAN, NAN, NO_ROOTS } 
{   0,   -8,    8}  {NAN, NAN, NO_ROOTS } 
{   9,   -8,    5}  {NAN, NAN, NO_ROOTS } 
